subject,object,provided_by,predicate,api_name,api_id
ChemicalMixture,Phenomenon,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Behavior,Phenomenon,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Phenomenon,Phenomenon,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Device,Phenomenon,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ClinicalIntervention,Phenomenon,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Pathway,Phenomenon,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Publication,Phenomenon,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
CellLine,Phenomenon,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalEntity,Phenomenon,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
DiseaseOrPhenotypicFeature,Phenomenon,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
InformationContentEntity,Phenomenon,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
SmallMolecule,Phenomenon,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GeneFamily,Phenomenon,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhysicalEntity,Phenomenon,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularActivity,Phenomenon,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NucleicAcidEntity,Phenomenon,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GrossAnatomicalStructure,Phenomenon,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Procedure,Phenomenon,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PopulationOfIndividualOrganisms,Phenomenon,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PathologicalProcess,Phenomenon,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NamedThing,Phenomenon,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Treatment,Phenomenon,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MaterialSample,Phenomenon,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Polypeptide,Procedure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Activity,Procedure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalEntity,Procedure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalProcess,Procedure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalEntity,Procedure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
InformationContentEntity,Procedure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Protein,Procedure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhenotypicFeature,Procedure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Vitamin,Procedure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Drug,Procedure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Gene,Procedure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NucleicAcidEntity,Procedure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
SmallMolecule,Procedure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PopulationOfIndividualOrganisms,Procedure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
OrganismTaxon,Procedure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
CellLine,Procedure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GeneFamily,Procedure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularEntity,Procedure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ClinicalIntervention,Procedure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Behavior,Procedure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Phenomenon,Procedure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Procedure,Procedure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Device,Procedure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Food,Procedure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Treatment,Procedure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Publication,Procedure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PathologicalProcess,Procedure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Cell,Procedure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularActivity,Procedure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NamedThing,Procedure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
AnatomicalEntity,Procedure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhysicalEntity,Procedure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
DiseaseOrPhenotypicFeature,Procedure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Disease,Procedure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalMixture,Procedure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Pathway,Procedure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Agent,Procedure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
SmallMolecule,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Pathway,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
OrganismTaxon,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
InformationContentEntity,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalProcess,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularEntity,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ClinicalIntervention,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
CellLine,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Polypeptide,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalEntity,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
AnatomicalEntity,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NucleicAcidEntity,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Gene,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalEntity,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularActivity,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PathologicalProcess,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhenotypicFeature,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Device,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
RNAProduct,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Cell,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GrossAnatomicalStructure,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PopulationOfIndividualOrganisms,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhysicalEntity,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Activity,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Phenomenon,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Publication,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NamedThing,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ProteinFamily,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Disease,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
DiseaseOrPhenotypicFeature,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Behavior,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Food,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GeneFamily,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Protein,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Procedure,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
CellularComponent,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Vitamin,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Treatment,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Drug,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Agent,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalMixture,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MaterialSample,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GeographicLocation,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Cohort,InformationContentEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Drug,ClinicalIntervention,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PathologicalProcess,ClinicalIntervention,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Agent,ClinicalIntervention,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
InformationContentEntity,ClinicalIntervention,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalMixture,ClinicalIntervention,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GeneFamily,ClinicalIntervention,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Device,ClinicalIntervention,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NucleicAcidEntity,ClinicalIntervention,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Protein,ClinicalIntervention,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalEntity,ClinicalIntervention,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalEntity,ClinicalIntervention,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Procedure,ClinicalIntervention,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Publication,ClinicalIntervention,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PopulationOfIndividualOrganisms,ClinicalIntervention,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Vitamin,ClinicalIntervention,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
DiseaseOrPhenotypicFeature,ClinicalIntervention,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Phenomenon,ClinicalIntervention,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Activity,ClinicalIntervention,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Food,ClinicalIntervention,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Polypeptide,ClinicalIntervention,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalProcess,ClinicalIntervention,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NamedThing,ClinicalIntervention,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Gene,ClinicalIntervention,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularActivity,ClinicalIntervention,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GeographicLocation,ClinicalIntervention,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
AnatomicalEntity,ClinicalIntervention,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Treatment,ClinicalIntervention,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhysicalEntity,ClinicalIntervention,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhenotypicFeature,ClinicalIntervention,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Disease,ClinicalIntervention,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
SmallMolecule,ClinicalIntervention,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
OrganismTaxon,ClinicalIntervention,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ClinicalIntervention,ClinicalIntervention,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularEntity,ClinicalIntervention,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Phenomenon,CellularComponent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Pathway,CellularComponent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularEntity,CellularComponent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
InformationContentEntity,CellularComponent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhenotypicFeature,CellularComponent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Protein,CellularComponent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalProcess,CellularComponent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
DiseaseOrPhenotypicFeature,CellularComponent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
OrganismTaxon,CellularComponent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
AnatomicalEntity,CellularComponent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalEntity,CellularComponent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Device,CellularComponent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Vitamin,CellularComponent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GeneFamily,CellularComponent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
SmallMolecule,CellularComponent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Drug,CellularComponent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MaterialSample,CellularComponent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalEntity,CellularComponent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NamedThing,CellularComponent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GeographicLocation,CellularComponent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Polypeptide,CellularComponent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PathologicalProcess,CellularComponent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Procedure,CellularComponent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ClinicalIntervention,CellularComponent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Disease,CellularComponent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Gene,CellularComponent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Publication,CellularComponent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GrossAnatomicalStructure,CellularComponent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Activity,CellularComponent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Agent,CellularComponent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhysicalEntity,CellularComponent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularActivity,CellularComponent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NucleicAcidEntity,CellularComponent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PopulationOfIndividualOrganisms,CellularComponent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Treatment,CellularComponent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhenotypicFeature,ChemicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalEntity,ChemicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
SmallMolecule,ChemicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NoncodingRNAProduct,ChemicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
RNAProduct,ChemicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
AnatomicalEntity,ChemicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PopulationOfIndividualOrganisms,ChemicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalProcess,ChemicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Procedure,ChemicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Drug,ChemicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PathologicalProcess,ChemicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Protein,ChemicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularEntity,ChemicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NucleicAcidEntity,ChemicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Gene,ChemicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ClinicalIntervention,ChemicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Pathway,ChemicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MicroRNA,ChemicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Device,ChemicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NamedThing,ChemicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalEntity,ChemicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
CellularComponent,ChemicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhysicalEntity,ChemicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Behavior,ChemicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Activity,ChemicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularActivity,ChemicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
InformationContentEntity,ChemicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Treatment,ChemicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Food,ChemicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
DiseaseOrPhenotypicFeature,ChemicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ProteinFamily,ChemicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Agent,ChemicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Publication,ChemicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
OrganismTaxon,ChemicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GeneFamily,ChemicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalMixture,ChemicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Phenomenon,ChemicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Polypeptide,ChemicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Disease,ChemicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Vitamin,ChemicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularEntity,Polypeptide,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Protein,Polypeptide,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NamedThing,Polypeptide,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ClinicalIntervention,Polypeptide,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Drug,Polypeptide,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalEntity,Polypeptide,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
InformationContentEntity,Polypeptide,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Gene,Polypeptide,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalEntity,Polypeptide,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Activity,Polypeptide,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Procedure,Polypeptide,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
SmallMolecule,Polypeptide,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularEntity,AnatomicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Publication,AnatomicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Polypeptide,AnatomicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
SmallMolecule,AnatomicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Activity,AnatomicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
DiseaseOrPhenotypicFeature,AnatomicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Phenomenon,AnatomicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Drug,AnatomicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Agent,AnatomicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ProteinFamily,AnatomicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Behavior,AnatomicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
OrganismTaxon,AnatomicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Device,AnatomicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NucleicAcidEntity,AnatomicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Disease,AnatomicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ClinicalIntervention,AnatomicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularActivity,AnatomicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GrossAnatomicalStructure,AnatomicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalEntity,AnatomicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NamedThing,AnatomicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PathologicalProcess,AnatomicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Protein,AnatomicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Procedure,AnatomicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
AnatomicalEntity,AnatomicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Food,AnatomicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Vitamin,AnatomicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Pathway,AnatomicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhenotypicFeature,AnatomicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
CellLine,AnatomicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Cohort,AnatomicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhysicalEntity,AnatomicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
InformationContentEntity,AnatomicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalEntity,AnatomicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MaterialSample,AnatomicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Gene,AnatomicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GeographicLocation,AnatomicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PopulationOfIndividualOrganisms,AnatomicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalProcess,AnatomicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GeneFamily,AnatomicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Treatment,AnatomicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalMixture,AnatomicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Behavior,PhysiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ClinicalIntervention,PhysiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalProcess,PhysiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalEntity,PhysiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NamedThing,PhysiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Gene,PhysiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GrossAnatomicalStructure,PhysiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Protein,PhysiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Phenomenon,PhysiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Disease,PhysiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Procedure,PhysiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Polypeptide,PhysiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
OrganismTaxon,PhysiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Device,PhysiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhysicalEntity,PhysiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Activity,PhysiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
DiseaseOrPhenotypicFeature,PhysiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
SmallMolecule,PhysiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PopulationOfIndividualOrganisms,PhysiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhenotypicFeature,PhysiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularActivity,PhysiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Food,PhysiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NucleicAcidEntity,PhysiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Agent,PhysiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
AnatomicalEntity,PhysiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
